width,height,original_size,brightness,contrast,color_variance,edge_density,entropy,recommended_quality
800,600,13131,35.189570833333335,4.72633891778996,44.859913255099826,0.007810416666666667,0.03703889555760925,75
800,600,3078,106.88065625,41.481999117922655,5094.422807674757,0.015591666666666667,2.327416483456257,95
800,600,8872,141.42740625,43.766953773908696,5221.628113074065,0.035172916666666665,4.450818440954522,95
800,600,1442627,127.37856458333333,49.41524637470618,5461.566476984165,0.4769729166666667,7.632193883310587,95
800,600,1442625,127.49231041666667,49.444628955397924,5459.078615464844,0.47772916666666665,7.633110628802199,95
800,600,1442633,127.43056666666666,49.385222273593364,5457.69893577993,0.4774041666666667,7.631818474219636,95
800,600,3011,140.56032291666668,48.22023428477985,4728.066662412322,0.017258333333333334,2.0078425905343784,45
800,600,1442630,127.54252291666667,49.381580617691434,5463.061977818979,0.4780083333333333,7.63206295076458,95
800,600,7992,95.8019875,43.27099995242977,3653.375266959201,0.032864583333333336,4.10569176522188,95
800,600,13113,115.02935208333334,2.3147018609756187,9664.05843903321,0.0104875,0.036855062913170894,95
800,600,9665,134.86265208333333,43.392484709910164,5297.900212642048,0.03484166666666667,4.763390983397251,95
800,600,14539,122.01414166666666,2.25881421987966,554.5095319006552,0.01115,0.0367641458590445,30
800,600,1442625,127.540375,49.40524068719203,5464.750013002192,0.477775,7.63212614671484,95
800,600,1442620,127.39652291666667,49.384135914210596,5459.439743204753,0.47785208333333334,7.63164124725489,95
800,600,8000,118.90675625,44.19399751119774,4487.011403263055,0.032660416666666664,3.8010263743881727,95
800,600,1442628,127.40293541666666,49.37742558734031,5458.651194795417,0.47795208333333333,7.6319490395287515,95
800,600,10812,119.20429375,42.21461885785197,4695.601362658702,0.03348541666666666,4.371353694736625,95
800,600,1442625,127.50260833333333,49.460823148527666,5463.625193414822,0.47830208333333335,7.63312658166585,95
800,600,9384,159.97547916666667,52.58056024231198,6550.373819478934,0.02885625,3.686043103208831,95
800,600,1442623,127.53374583333333,49.47013858095338,5460.241322540497,0.47817291666666667,7.63323457722424,95
800,600,3122,169.25974375,43.780856711973286,4743.400516569211,0.0181125,2.8194445969598663,95
800,600,13684,48.16058125,4.208659118866138,140.89190041714843,0.0078,0.03699442693001077,45
800,600,3151,109.1156375,43.5928228378089,5587.039177421003,0.02026875,2.8375620475475842,95
800,600,13164,238.76984375,5.4838190935319835,261.03683961595493,0.0215375,0.037009786068398345,70
800,600,13445,199.85011458333332,3.994868451551814,873.5065634496137,0.018470833333333332,0.03682577184660693,65
800,600,13187,149.9516,2.4985744148747435,6195.295586026041,0.014029166666666667,0.037019499176490334,95
800,600,13955,59.141927083333336,3.8235428099712916,2123.409824531142,0.007927083333333333,0.03680038688731488,55
800,600,8632,109.54431458333333,38.916961688331185,5337.792482570339,0.03184375,4.186467357704546,95
800,600,8239,111.75144583333334,37.26895854228063,4554.109094132774,0.03401041666666667,4.093850597829826,95
800,600,10020,126.14464791666667,59.86594172869527,6782.073877465484,0.028129166666666667,4.115038299197256,95
800,600,1442623,127.44043958333333,49.41020123304599,5461.543232472099,0.4777166666666667,7.632333261393798,95
800,600,3122,125.60624166666666,27.605808269425186,5340.341969145599,0.017991666666666666,2.1403634859196137,95
800,600,11874,127.97329583333334,46.17806806505461,4402.175885096295,0.03769375,4.270179066691576,95
800,600,3083,109.7415125,57.72634989077643,7240.064468509352,0.017147916666666665,2.844440917938519,95
800,600,7661,120.304325,46.0195108400887,5876.1865485918215,0.026395833333333334,3.414165113354863,95
800,600,10124,124.66113125,50.141878987398755,4812.841392113368,0.0351125,4.2795339164429365,95
800,600,13705,111.03197083333333,2.424915537872602,7170.529318392685,0.01040625,0.03669555475466473,95
800,600,13751,85.09186041666666,3.0492630935768443,597.286184287893,0.008514583333333334,0.03682723181146925,30
800,600,1442630,127.58329583333334,49.43832065618885,5464.289236427117,0.4773291666666667,7.633350475231986,95
800,600,7919,151.10654791666667,40.008652340772336,5655.2470881132285,0.029616666666666666,4.20722574913232,95
800,600,1442629,127.44432916666666,49.3890075565908,5460.8508933506555,0.4774541666666667,7.632094433139652,95
800,600,1442622,127.50553541666666,49.41503991052888,5467.080107899197,0.4782354166666667,7.632659803655072,95
800,600,2976,135.13090208333332,47.32844409965934,9254.380060088433,0.017289583333333334,2.4491858587356035,95
800,600,2984,160.91064583333332,43.619768540187906,4141.418294354143,0.015508333333333334,2.231686776760064,30
800,600,9720,153.75235416666666,44.531668093704944,4648.397596816434,0.03388125,3.532485986150219,95
800,600,13781,57.14371875,3.8518292629474677,267.8679584108333,0.007847916666666666,0.036845654674213614,35
800,600,13537,206.83326458333335,4.302445202149083,3807.5208438980862,0.01919375,0.036980019928555055,80
800,600,3051,132.14873333333333,40.33782441326696,6462.495331598025,0.018320833333333335,2.544854234220277,95
800,600,1442622,127.4130875,49.38799002507942,5451.4853574066365,0.47740625,7.631909128805616,95
800,600,3043,88.4700375,30.263796064746966,8025.579762989889,0.013183333333333333,2.001622751289457,50
800,600,3091,121.89704375,37.396532509854254,5471.948442047569,0.016160416666666667,2.712913088244442,95
800,600,2987,137.09706666666668,30.24024517199261,2649.2053934419446,0.015745833333333334,2.1631195872986813,70
800,600,1442625,127.51072708333334,49.41360943535377,5459.089321530833,0.47812916666666666,7.632199440775477,95
800,600,13211,143.96353958333333,2.3849540990725924,8362.457248493425,0.013460416666666667,0.03675290317292618,95
800,600,7810,114.1043875,44.9583236073497,5887.868891519722,0.0338875,4.211809692995366,95
